dataset,source,column,dtype,n_unique,min_observed,max_observed,constraint_type_SUGGESTED,constraint_type_CONFIRMED,auto_note,kishore_note
road_safety,openml,Vehicle_Location-Restricted_Lane,float64,10,0.0,9.0,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Junction_Location,float64,9,0.0,8.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Skidding_and_Overturning,float64,6,0.0,5.0,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Hit_Object_in_Carriageway,float64,12,0.0,12.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Vehicle_Leaving_Carriageway,float64,9,0.0,8.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Hit_Object_off_Carriageway,float64,12,0.0,11.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,1st_Point_of_Impact,float64,5,0.0,4.0,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Was_Vehicle_Left_Hand_Drive?,float64,2,1.0,2.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Journey_Purpose_of_Driver,float64,6,1.0,6.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Age_of_Driver,float64,91,4.0,94.0,no_negative,,name suggests non-negative quantity; observed min=4 >= 0,
road_safety,openml,Age_Band_of_Driver,float64,11,1.0,11.0,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
road_safety,openml,Engine_Capacity_(CC),float64,743,48.0,18146.0,no_negative,,"observed min=48 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Propulsion_Code,float64,10,1.0,12.0,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
road_safety,openml,Age_of_Vehicle,float64,52,1.0,104.0,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
road_safety,openml,Driver_Home_Area_Type,float64,3,1.0,3.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Location_Easting_OSGR,float64,28916,70860.0,655022.0,no_negative,,name suggests non-negative quantity; observed min=7.09e+04 >= 0,
road_safety,openml,Location_Northing_OSGR,float64,29069,10628.0,1145671.0,no_negative,,name suggests non-negative quantity; observed min=1.06e+04 >= 0,
road_safety,openml,Longitude,float64,35020,-7.422915,1.7548709999999998,none,,"negative values present (min=-7.42) — verify: real negative quantity, or undocumented sentinel?",
road_safety,openml,Latitude,float64,34904,49.915618,60.193203,no_negative,,"observed min=49.9 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Police_Force,float64,49,1.0,98.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Accident_Severity,float64,3,1.0,3.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Number_of_Vehicles,float64,15,1.0,37.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Number_of_Casualties,float64,21,1.0,38.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Date,str,365,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
road_safety,openml,Day_of_Week,float64,7,1.0,7.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Time,str,1392,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
road_safety,openml,Local_Authority_(District),float64,356,1.0,941.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Local_Authority_(Highway),str,204,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
road_safety,openml,1st_Road_Class,float64,6,1.0,6.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,1st_Road_Number,float64,2875,0.0,9704.0,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Road_Type,float64,6,1.0,9.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Speed_limit,float64,7,10.0,70.0,no_negative,,"observed min=10 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Junction_Detail,float64,9,0.0,9.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Junction_Control,float64,4,1.0,4.0,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
road_safety,openml,2nd_Road_Class,float64,6,1.0,6.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,2nd_Road_Number,float64,2370,0.0,9999.0,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Pedestrian_Crossing-Human_Control,float64,3,0.0,2.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Pedestrian_Crossing-Physical_Facilities,float64,6,0.0,8.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Light_Conditions,float64,5,1.0,7.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Weather_Conditions,float64,9,1.0,9.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Road_Surface_Conditions,float64,5,1.0,5.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Special_Conditions_at_Site,float64,8,0.0,7.0,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Carriageway_Hazards,float64,6,0.0,7.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Urban_or_Rural_Area,float64,2,1.0,2.0,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
road_safety,openml,Did_Police_Officer_Attend_Scene_of_Accident,float64,3,1.0,3.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,LSOA_of_Accident_Location,str,15917,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
road_safety,openml,Vehicle_Reference_df,uint8,28,1,32,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Casualty_Reference,uint8,37,1,37,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Casualty_Class,uint8,3,1,3,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Sex_of_Casualty,float64,2,1.0,2.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Age_of_Casualty,float64,99,0.0,98.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Age_Band_of_Casualty,float64,11,1.0,11.0,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
road_safety,openml,Casualty_Severity,uint8,3,1,3,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Pedestrian_Location,float64,11,0.0,10.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Pedestrian_Movement,float64,10,0.0,9.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Car_Passenger,float64,3,0.0,2.0,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Bus_or_Coach_Passenger,float64,5,0.0,4.0,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Pedestrian_Road_Maintenance_Worker,float64,3,0.0,2.0,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
road_safety,openml,Casualty_Type,uint8,21,0,98,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Casualty_Home_Area_Type,float64,3,1.0,3.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Casualty_IMD_Decile,float64,10,1.0,10.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
road_safety,openml,Sex_of_Driver,str,2,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
assistments,tableshift,skill,str,175,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
assistments,tableshift,problem_type,str,6,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
assistments,tableshift,original,int64,2,0,1,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
assistments,tableshift,correct,int64,2,0,1,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
assistments,tableshift,student_class_id,int64,1517,12309,27380,no_negative,,"observed min=1.23e+04 >= 0, no clear name signal — weak guess, please confirm",
assistments,tableshift,position,int64,928,0,8520,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
assistments,tableshift,type,str,6,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
assistments,tableshift,skill_id,float64,211,1.0,1641.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
assistments,tableshift,teacher_id,int64,802,11436,217991,no_negative,,"observed min=1.14e+04 >= 0, no clear name signal — weak guess, please confirm",
assistments,tableshift,school_id,float64,416,1.0,12421.0,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X1,int64,81,10000,1000000,no_negative,,"observed min=1e+04 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X2,int64,2,1,2,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X3,int64,7,0,6,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X4,int64,4,0,3,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X5,int64,56,21,79,no_negative,,"observed min=21 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X6,int64,11,-2,8,none,,"negative values present (min=-2) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X7,int64,11,-2,8,none,,"negative values present (min=-2) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X8,int64,11,-2,8,none,,"negative values present (min=-2) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X9,int64,11,-2,8,none,,"negative values present (min=-2) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X10,int64,10,-2,8,none,,"negative values present (min=-2) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X11,int64,10,-2,8,none,,"negative values present (min=-2) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X12,int64,22723,-165580,964511,none,,"negative values present (min=-1.66e+05) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X13,int64,22346,-69777,983931,none,,"negative values present (min=-6.98e+04) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X14,int64,22026,-157264,1664089,none,,"negative values present (min=-1.57e+05) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X15,int64,21548,-170000,891586,none,,"negative values present (min=-1.7e+05) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X16,int64,21010,-81334,927171,none,,"negative values present (min=-8.13e+04) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X17,int64,20604,-339603,961664,none,,"negative values present (min=-3.4e+05) — verify: real negative quantity, or undocumented sentinel?",
default_credit,uci,X18,int64,7943,0,873552,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X19,int64,7899,0,1684259,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X20,int64,7518,0,896040,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X21,int64,6937,0,621000,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X22,int64,6897,0,426529,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,X23,int64,6939,0,528666,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
default_credit,uci,Y,int64,2,0,1,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
diabetes_readmission,uci,race,str,5,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,gender,str,3,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,age,str,10,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,weight,str,9,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,admission_type_id,int64,8,1,8,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
diabetes_readmission,uci,discharge_disposition_id,int64,26,1,28,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
diabetes_readmission,uci,admission_source_id,int64,13,1,22,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
diabetes_readmission,uci,time_in_hospital,int64,14,1,14,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
diabetes_readmission,uci,payer_code,str,17,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,medical_specialty,str,64,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,num_lab_procedures,int64,116,1,132,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
diabetes_readmission,uci,num_procedures,int64,7,0,6,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
diabetes_readmission,uci,num_medications,int64,70,1,72,no_negative,,name suggests non-negative quantity; observed min=1 >= 0,
diabetes_readmission,uci,number_outpatient,int64,32,0,42,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
diabetes_readmission,uci,number_emergency,int64,26,0,76,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
diabetes_readmission,uci,number_inpatient,int64,18,0,21,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
diabetes_readmission,uci,diag_1,str,655,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,diag_2,str,665,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,diag_3,str,679,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,number_diagnoses,int64,16,1,16,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
diabetes_readmission,uci,max_glu_serum,str,3,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,A1Cresult,str,3,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,metformin,str,4,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,repaglinide,str,4,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,glimepiride,str,4,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,glipizide,str,4,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,glyburide,str,4,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,pioglitazone,str,4,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,rosiglitazone,str,4,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,insulin,str,4,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,change,str,2,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,diabetesMed,str,2,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
diabetes_readmission,uci,readmitted,int64,2,0,1,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
online_shoppers,uci,Administrative,int64,27,0,27,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
online_shoppers,uci,Administrative_Duration,float64,3335,0.0,3398.75,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
online_shoppers,uci,Informational,int64,17,0,24,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
online_shoppers,uci,Informational_Duration,float64,1258,0.0,2549.375,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
online_shoppers,uci,ProductRelated,int64,311,0,705,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
online_shoppers,uci,ProductRelated_Duration,float64,9551,0.0,63973.52223,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
online_shoppers,uci,BounceRates,float64,1872,0.0,0.2,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
online_shoppers,uci,ExitRates,float64,4777,0.0,0.2,no_negative,,name suggests non-negative quantity; observed min=0 >= 0,
online_shoppers,uci,SpecialDay,float64,6,0.0,1.0,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
online_shoppers,uci,Month,str,10,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
online_shoppers,uci,OperatingSystems,int64,8,1,8,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
online_shoppers,uci,Browser,int64,13,1,13,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
online_shoppers,uci,Region,int64,9,1,9,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
online_shoppers,uci,TrafficType,int64,20,1,20,no_negative,,"observed min=1 >= 0, no clear name signal — weak guess, please confirm",
online_shoppers,uci,VisitorType,str,3,,,categorical,,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range",
online_shoppers,uci,Weekend,bool,2,False,True,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
online_shoppers,uci,Revenue,int64,2,0,1,no_negative,,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",
